,station_id,lat,lon,name,capacity,2 cluster,2 cluster
287,213700358,48.867362,2.396222,Villiers de l'Isle Adam - Pyrénées,20,1,0
288,653063170,48.93009363207303,2.3564037680625916,Place de la Porte de Paris,40,0,1
289,3906215030,48.83061737745046,2.2920634208276174,Place Amédée Gordini - Lefebvre,38,1,0
290,468843711,48.87778639599673,2.337429821491241,Saint Georges - d'Aumale,23,1,0
291,129151834,48.85670169739857,2.445072233676911,Stalingrad - Désiré Chevalier,42,1,0
292,237041013,48.8465255,2.343099,Saint-Jacques - Soufflot,19,0,2
293,54000553,48.869495661232406,2.306613813900307,Marignan - Champs-Elysées,35,0,2
294,653200142,48.892371898250424,2.205548956990242,Hôtel de Ville de Nanterre,38,0,2
295,650091839,48.80476007936134,2.4180373930262093,Victor Hugo - Ecoles,25,1,0
296,362869414,48.84571672113014,2.4272462725639348,Hôpital Bégin,26,0,1
297,49859500,48.84617146118711,2.3793068155646324,Charenton - Diderot,18,1,0
298,100859941,48.855628721100935,2.3256602883338933,Raspail - Bac,52,0,2
299,49368561,48.868397,2.3678933,Jules Ferry - Faubourg du Temple Paris,58,1,0
300,42743053,48.888537048944826,2.3561610281467438,Stephenson - Doudeauville,36,1,0
301,213699913,48.88879,2.3785,Place de l'Édit de Nantes,30,1,0
302,4329844165,48.89490221746837,2.3648490384221077,Tristan Tzara -  Tchaïkovski,33,1,0
303,378626842,48.88873214926474,2.2881576418876652,Anatole France - Louise Michel,50,0,1
304,478952881,48.85218705621031,2.389030158519745,Boulets - Voltaire,24,1,0
305,933214552,48.83091743371036,2.2790706530213356,Guynemer - Séverine ,26,1,1
306,39217683,48.88780857052871,2.30009529817631,Alfred Roll - Berthier,34,1,0
307,210090269,48.85337548425958,2.3828620836138725,Jean Macé - Faidherbe,63,1,0
308,376664868,48.89432034553156,2.432552274419542,Gaston Roussel - Commune de Paris,30,0,1
309,2515927759,48.80257200481316,2.3786691203713417,Stalingrad - Germaine Tailleferre,28,1,0
310,205955605,48.87660163459077,2.3129771277308464,Bienfaisance - Place de Narvik,36,0,1
311,27414945,48.84264777870052,2.386164927813738,Montgallet - Charenton,16,1,0
312,38263504,48.8239337873086,2.2606918215751652,Place Jacques Madaule,25,0,1
313,66491370,48.85528017533187,2.337574325501919,Jacques Callot - Mazarine,28,0,2
314,66491392,48.87137987425661,2.369896383666685,Parmentier - Hôpital Saint-Louis,43,1,0
315,353462947,48.87866794788021,2.2420343756675725,Richard Wallace - Place du 8 Mai 1945,30,1,0
316,1559700274,48.90717373809284,2.2695400938391685,Square Gilbert Thomain,20,1,0
317,250061205,48.863096900140626,2.316989621020396,Quai d'Orsay - Invalides,18,0,2
318,338762459,48.91113914952997,2.3792722821235657,Edouard Poisson - Victor Hugo,30,1,0
319,213688824,48.859403,2.276522,Faustin Hélie - Desbordes-Valmore,33,1,0
320,82337423,48.8572026618033,2.315277121961117,Varenne,47,0,2
321,66491404,48.888013281448345,2.373759595522922,Flandre - Riquet,21,1,0
322,652120758,48.8242469,2.3186306,Place de la Porte de Châtillon,59,1,0
323,501318622,48.85050056492107,2.389085628786445,Montreuil - Gonnet,24,1,0
324,66491393,48.85147910413369,2.296709530055523,Dupleix - du Guesclin,47,1,0
325,323486248,48.844291,2.3896481,Montgallet - Reuilly,16,1,0
326,338824395,48.868976638825686,2.362343855202198,Bourse du Travail,17,0,2
327,341388492,48.878438631226516,2.297727763652802,Place des Ternes,46,0,2
328,1062223873,48.89484799296163,2.4188338592648506,Ancien Canal - Hélène Brion,23,1,0
329,49085250,48.886674849730184,2.3613611608743668,Departement - Pajol,19,1,0
330,376526598,48.8792834,2.4160182,Mairie des Lilas,47,1,0
331,27071684,48.846454,2.415514,Porte de Vincennes,33,1,0
332,2515907297,48.84572797384512,2.4236011505126953,Pasteur - Gambetta,19,0,1
